problem,n_var,run_idx,seed,algorithm,IGD,HV
zdt3,30,19,61,OADE_NSGAII,0.00508616392764914,1.051157850486131
zdt3,30,19,61,NSGAII_SDR_OLS,0.8355583411929703,0.31388735617426733
zdt3,30,19,61,CE_MOEA,0.00829568309544941,1.035290982299686
zdt3,30,20,62,OADE_NSGAII,0.005437110988557972,1.0512061597415987
zdt3,30,20,62,NSGAII_SDR_OLS,0.7877210639285697,0.36204340793345346
zdt3,30,20,62,CE_MOEA,0.011889627273718107,1.0228349904844545
zdt3,30,21,63,OADE_NSGAII,0.00672250140141552,1.0505429451867434
zdt3,30,21,63,NSGAII_SDR_OLS,0.9744681976251408,0.1759136106074177
zdt3,30,21,63,CE_MOEA,0.010859888857362254,1.0267472891534066
zdt3,30,22,64,OADE_NSGAII,0.005088754025104028,1.0512166360968163
zdt3,30,22,64,NSGAII_SDR_OLS,0.7782801518083672,0.3714134439817697
zdt3,30,22,64,CE_MOEA,0.007873101101496173,1.0376196559497002
zdt3,30,23,65,OADE_NSGAII,0.00547708079826856,1.0513391419555238
zdt3,30,23,65,NSGAII_SDR_OLS,0.796584900505261,0.35383125828925555
zdt3,30,23,65,CE_MOEA,0.007927389199715681,1.0380797192797435
zdt3,30,24,66,OADE_NSGAII,0.009307495860492575,1.046915303101007
zdt3,30,24,66,NSGAII_SDR_OLS,0.9117951232709199,0.23731560659033846
zdt3,30,24,66,CE_MOEA,0.009617043194032473,1.029628522718455
zdt3,30,25,67,OADE_NSGAII,0.005821941990397032,1.0507775923400116
zdt3,30,25,67,NSGAII_SDR_OLS,0.8168682754269931,0.3333065524082622
zdt3,30,25,67,CE_MOEA,0.006549292480071808,1.0422579162373629
zdt3,30,26,68,OADE_NSGAII,0.0067738195377566954,1.0503975078079237
zdt3,30,26,68,NSGAII_SDR_OLS,0.7840974270481853,0.3656305164090264
zdt3,30,26,68,CE_MOEA,0.00749404186854613,1.036894186027879
zdt3,30,27,69,OADE_NSGAII,0.012433030807136163,1.0463202644626335
zdt3,30,27,69,NSGAII_SDR_OLS,0.8202317458155179,0.329848067946913
zdt3,30,27,69,CE_MOEA,0.009503144588687793,1.0304845803296028
zdt3,30,28,70,OADE_NSGAII,0.01542697443954628,1.0442748469085528
zdt3,30,28,70,NSGAII_SDR_OLS,0.7647845925678429,0.3823509905461837
zdt3,30,28,70,CE_MOEA,0.009754701746184924,1.030233155670987
zdt3,30,29,71,OADE_NSGAII,0.005755556525883093,1.0506811093383899
zdt3,30,29,71,NSGAII_SDR_OLS,0.5729688455223095,0.5907011452255413
zdt3,30,29,71,CE_MOEA,0.008596749443810609,1.032807033855456
zdt4,10,0,42,OADE_NSGAII,0.005446049768055187,0.86754961504281
zdt4,10,0,42,NSGAII_SDR_OLS,0.9484246013796976,0.0
zdt4,10,0,42,CE_MOEA,0.5542810043826614,0.17253604065693207
zdt4,10,1,43,OADE_NSGAII,0.004373611416329273,0.8700150784760599
zdt4,10,1,43,NSGAII_SDR_OLS,1.7787439629958948,0.0
zdt4,10,1,43,CE_MOEA,0.25939700113783887,0.49601357574186045
zdt4,10,2,44,OADE_NSGAII,0.007433606799370393,0.8641561705106986
zdt4,10,2,44,NSGAII_SDR_OLS,7.56967591946212,0.0
zdt4,10,2,44,CE_MOEA,0.3960533085290126,0.3350593526139421
zdt4,10,3,45,OADE_NSGAII,0.005321552041349094,0.8678665784798701
zdt4,10,3,45,NSGAII_SDR_OLS,12.966520345048172,0.0
zdt4,10,3,45,CE_MOEA,0.44403454936083697,0.2694290184161591
zdt4,10,4,46,OADE_NSGAII,0.005985638571177023,0.8665102060701747
zdt4,10,4,46,NSGAII_SDR_OLS,4.800966803526857,0.0
zdt4,10,4,46,CE_MOEA,0.57762231678726,0.1600247662576228
zdt4,10,5,47,OADE_NSGAII,0.005440711651362582,0.8675138166560155
zdt4,10,5,47,NSGAII_SDR_OLS,1.7541857164291508,0.0
zdt4,10,5,47,CE_MOEA,0.2629712136301898,0.49269422289270587
zdt4,10,6,48,OADE_NSGAII,0.004400160563184778,0.8691566067305246
zdt4,10,6,48,NSGAII_SDR_OLS,0.8391624073644556,0.10949846297182347
zdt4,10,6,48,CE_MOEA,0.6434461502606906,0.1087675536101895
zdt4,10,7,49,OADE_NSGAII,0.008948582446347064,0.860557311352104
zdt4,10,7,49,NSGAII_SDR_OLS,0.846430953263465,0.09986936769297362
zdt4,10,7,49,CE_MOEA,1.0533396787847331,0.0
zdt4,10,8,50,OADE_NSGAII,0.005596780509391698,0.8668286876964075
zdt4,10,8,50,NSGAII_SDR_OLS,4.561346518426383,0.0
zdt4,10,8,50,CE_MOEA,0.6006721113272309,0.11764164809045259
zdt4,10,9,51,OADE_NSGAII,0.00491368172535587,0.869109987142419
zdt4,10,9,51,NSGAII_SDR_OLS,3.5420794026848097,0.0
zdt4,10,9,51,CE_MOEA,0.27244106268751783,0.4712844613823558
zdt4,10,10,52,OADE_NSGAII,0.007470860124883023,0.8634947209028699
zdt4,10,10,52,NSGAII_SDR_OLS,1.4474065045853468,0.0
zdt4,10,10,52,CE_MOEA,0.4019203767874121,0.31661345958811304
zdt4,10,11,53,OADE_NSGAII,0.004714503153233352,0.8694124101449319
zdt4,10,11,53,NSGAII_SDR_OLS,5.704197130355753,0.0
zdt4,10,11,53,CE_MOEA,0.4241118113247411,0.2676971428565857
zdt4,10,12,54,OADE_NSGAII,0.0067316117108043175,0.8649657720423511
zdt4,10,12,54,NSGAII_SDR_OLS,10.997012544508673,0.0
zdt4,10,12,54,CE_MOEA,0.1317492845851344,0.6550443684205237
zdt4,10,13,55,OADE_NSGAII,0.005499032713005403,0.866821562172468
zdt4,10,13,55,NSGAII_SDR_OLS,8.919188642564041,0.0
zdt4,10,13,55,CE_MOEA,0.8483613384720167,0.02003828893365145
zdt4,10,14,56,OADE_NSGAII,0.005173465325746177,0.8679247336244504
zdt4,10,14,56,NSGAII_SDR_OLS,9.537154463404505,0.0
zdt4,10,14,56,CE_MOEA,0.25724398167344326,0.5027966097439027
zdt4,10,15,57,OADE_NSGAII,0.006677736413928662,0.865025215104091
zdt4,10,15,57,NSGAII_SDR_OLS,1.9687814485006667,0.0
zdt4,10,15,57,CE_MOEA,0.1564220734726478,0.6313364216554191
zdt4,10,16,58,OADE_NSGAII,0.004107902620355947,0.8699581311300958
zdt4,10,16,58,NSGAII_SDR_OLS,2.5933329309662554,0.0
zdt4,10,16,58,CE_MOEA,0.13038125598930772,0.6771830327429186
zdt4,10,17,59,OADE_NSGAII,0.012439632248633325,0.8557286497250572
zdt4,10,17,59,NSGAII_SDR_OLS,2.5644804199191786,0.0
zdt4,10,17,59,CE_MOEA,0.3004079374071441,0.4343371809761064
zdt4,10,18,60,OADE_NSGAII,0.004929761760853503,0.8687840991500604
zdt4,10,18,60,NSGAII_SDR_OLS,4.153703911614275,0.0
zdt4,10,18,60,CE_MOEA,0.261172164357874,0.4952306775183015
zdt4,10,19,61,OADE_NSGAII,0.0052032829161165126,0.8685825338506002
zdt4,10,19,61,NSGAII_SDR_OLS,3.8499355015533205,0.0
zdt4,10,19,61,CE_MOEA,0.04583686267178886,0.7931641653981887
zdt4,10,20,62,OADE_NSGAII,0.006626343312483308,0.865309572957877
zdt4,10,20,62,NSGAII_SDR_OLS,1.5143883329484347,0.0
zdt4,10,20,62,CE_MOEA,0.5486320402789832,0.17920785561898533
zdt4,10,21,63,OADE_NSGAII,0.007531426942765773,0.8634377349724448
