step_index,algorithm,n_problems,step_hv_improvement_abs_mean,step_hv_improvement_pct_mean,step_igd_improvement_abs_mean,step_igd_improvement_pct_mean,cum_hv_improvement_abs_mean,cum_hv_improvement_pct_mean,cum_igd_improvement_abs_mean,cum_igd_improvement_pct_mean,cum_delta_runtime_abs_mean,cum_delta_runtime_pct_mean
0,improved_nsga2_incremental_baseline,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,improved_nsga2_incremental_plus_obl_init,5,0.02327164515867728,9.413961817344132,0.10867424943441273,-3.639038854876946,0.02327164515867728,9.413961817344132,0.10867424943441273,-3.639038854876946,0.6397150040000452,48.83284837863524
2,improved_nsga2_incremental_plus_de_fixed,5,0.07244354989678412,4.361866751996823,1.0903987031647147,72.9945405256293,0.0957151950554614,14.803209792896377,1.1990729525991273,73.63120753424188,1.2515679479999926,95.74242349397137
3,improved_nsga2_incremental_plus_de_adaptive,5,0.04535445227637418,18.422535295531222,0.09107176587389934,9.628485938313386,0.14106964733183558,14.791906464032525,1.2901447184730268,74.7102544593427,1.442913408000004,110.98627950707558
4,improved_nsga2_incremental_plus_periodic_obl,5,-0.13191918034920763,-26.55598379699967,-0.482671167317275,-944.6402558408581,0.009150466982627944,1.9058976394488123,0.8074735511557515,24.2540945668221,1.7906640539999987,138.6132493200983
5,improved_nsga2_incremental_plus_restart,5,-0.01330145148685564,-22.48359611259909,-0.8131379652177377,-67.73155999408021,-0.004150984504227695,-1.3593876548956434,-0.00566441406198623,-5.358573128521739,1.6361980619999756,126.69967569996172
