problem,full_model,ablation_algorithm,hv_mean_full,hv_mean_ablation,delta_hv_abs,delta_hv_pct,hv_improvement_abs,hv_improvement_pct,igd_mean_full,igd_mean_ablation,delta_igd_abs,delta_igd_pct,igd_improvement_abs,igd_improvement_pct,runtime_mean_full,runtime_mean_ablation,delta_runtime_abs,delta_runtime_pct
zdt4,pymoo_nsga2,improved_nsga2_incremental_baseline,0.8624163644005568,0.0,-0.8624163644005568,-100.0,-0.8624163644005568,-100.0,0.007954068828668639,6.4983503576820665,6.490396288853398,81598.44261669241,-6.490396288853398,-81598.44261669241,0.7979064500000732,1.506169349999982,0.7082628999999088,88.76515536374518
zdt4,pymoo_nsga2,improved_nsga2_incremental_plus_de_adaptive,0.8624163644005568,0.47334346000007566,-0.38907290440048115,-45.1142766372384,-0.38907290440048115,-45.1142766372384,0.007954068828668639,0.27537942957850475,0.26742536074983614,3362.120274669513,-0.26742536074983614,-3362.120274669513,0.7979064500000732,1.7476655999999366,0.9497591499998634,119.03139146196604
zdt4,pymoo_nsga2,improved_nsga2_incremental_plus_de_fixed,0.8624163644005568,0.24633775521332316,-0.6160786091872337,-71.43633105981864,-0.6160786091872337,-71.43633105981864,0.007954068828668639,0.7314130081401216,0.7234589393114529,9095.457367729947,-0.7234589393114529,-9095.457367729947,0.7979064500000732,1.741677289999916,0.9437708399998428,118.28088869312388
zdt4,pymoo_nsga2,improved_nsga2_incremental_plus_obl_init,0.8624163644005568,0.0,-0.8624163644005568,-100.0,-0.8624163644005568,-100.0,0.007954068828668639,6.068877203228662,6.060923134399993,76199.02800633016,-6.060923134399993,-76199.02800633016,0.7979064500000732,1.474501190000001,0.6765947399999277,84.79624898380827
zdt4,pymoo_nsga2,improved_nsga2_incremental_plus_periodic_obl,0.8624163644005568,0.0069973761287971835,-0.8554189882717597,-99.18863133659798,-0.8554189882717597,-99.18863133659798,0.007954068828668639,2.4991199842501444,2.4911659154214756,31319.39098191648,-2.4911659154214756,-31319.39098191648,0.7979064500000732,1.4671489600000314,0.6692425099999582,83.87480888265746
zdt4,pymoo_nsga2,improved_nsga2_incremental_plus_restart,0.8624163644005568,0.0,-0.8624163644005568,-100.0,-0.8624163644005568,-100.0,0.007954068828668639,6.4983503576820665,6.490396288853398,81598.44261669241,-6.490396288853398,-81598.44261669241,0.7979064500000732,1.4968905700000505,0.6989841199999773,87.60226465144044
zdt6,pymoo_nsga2,improved_nsga2_incremental_baseline,0.3828537247355075,0.4017955653323787,0.018941840596871207,4.947539849574946,0.018941840596871207,4.947539849574946,0.017128817817596596,0.004470066745678468,-0.012658751071918127,-73.90323842964617,0.012658751071918127,73.90323842964617,3.199107910000066,1.3110295800000131,-1.888078330000053,-59.01890099105829
zdt6,pymoo_nsga2,improved_nsga2_incremental_plus_de_adaptive,0.3828537247355075,0.4030802061859172,0.020226481450409728,5.283083366730489,0.020226481450409728,5.283083366730489,0.017128817817596596,0.0038758932791280046,-0.013252924538468592,-77.37209117171962,0.013252924538468592,77.37209117171962,3.199107910000066,5.689809979999973,2.490702069999907,77.85614427741687
zdt6,pymoo_nsga2,improved_nsga2_incremental_plus_de_fixed,0.3828537247355075,0.4031587106823934,0.0203049859468859,5.303588455594495,0.0203049859468859,5.303588455594495,0.017128817817596596,0.0038605132575933827,-0.013268304560003212,-77.46188149874861,0.013268304560003212,77.46188149874861,3.199107910000066,6.501408180000044,3.3023002699999777,103.22566049358146
zdt6,pymoo_nsga2,improved_nsga2_incremental_plus_obl_init,0.3828537247355075,0.4022450663780117,0.019391341642504223,5.0649478873166585,0.019391341642504223,5.0649478873166585,0.017128817817596596,0.0043006465120905436,-0.012828171305506052,-74.89233315522542,0.012828171305506052,74.89233315522542,3.199107910000066,4.595126680000158,1.396018770000092,43.63775181313165
zdt6,pymoo_nsga2,improved_nsga2_incremental_plus_periodic_obl,0.3828537247355075,0.4018068279224661,0.018953103186958586,4.950481597130142,0.018953103186958586,4.950481597130142,0.017128817817596596,0.004377263421204128,-0.012751554396392467,-74.44503486570262,0.012751554396392467,74.44503486570262,3.199107910000066,5.576223679999975,2.377115769999909,74.30558258348528
zdt6,pymoo_nsga2,improved_nsga2_incremental_plus_restart,0.3828537247355075,0.4017955653323787,0.018941840596871207,4.947539849574946,0.018941840596871207,4.947539849574946,0.017128817817596596,0.004470066745678468,-0.012658751071918127,-73.90323842964617,0.012658751071918127,73.90323842964617,3.199107910000066,4.948770969999941,1.7496630599998753,54.69221761887486
